32,89999998,30000000,1, 0.1,20, e, 0.00152057
32,89999998,30000000,2, 0.1,20, e, 0.00207267
32,89999998,30000000,4, 0.1,20, e, 0.00255316
32,89999998,30000000,8, 0.1,20, e, 0.00403814
32,89999998,30000000,16, 0.1,20, e, 0.00662397
32,89999998,30000000,32, 0.1,20, e, 0.012144
32,89999998,30000000,64, 0.1,20, e, 0.0183106
32,89999998,30000000,128, 0.1,20, e, 0.0298425
32,89999998,30000000,256, 0.1,20, e, 0.0413517
32,89999998,30000000,512, 0.1,20, e, 0.0558107
32,89999998,30000000,1024, 0.1,20, e, 0.0818101
32,89999998,30000000,2048, 0.1,20, e, 0.127887
32,89999998,30000000,4096, 0.1,20, e, 0.208962
32,89999998,30000000,8192, 0.1,20, e, 0.332673
32,89999998,30000000,16384, 0.1,20, e, 0.585538
32,89999998,30000000,32768, 0.1,20, e, 1.13664
32,89999998,30000000,65536, 0.1,20, e, 1.9731
32,89999998,30000000,131072, 0.1,20, e, 3.4846
32,89999998,30000000,262144, 0.1,20, e, 5.92887
32,89999998,30000000,524288, 0.1,20, e, 9.86339
32,89999998,30000000,1048576, 0.1,20, e, 16.169
32,89999998,30000000,2097152, 0.1,20, e, 26.5341
1,149999998,50000000,500000, 0.1,20, e, 169.231
1,149999998,50000000,500000, 0.1,20, e, 167.611
1,149999998,50000000,500000, 0.1,20, e, 165.96
2,149999998,50000000,500000, 0.1,20, e, 103.436
2,149999998,50000000,500000, 0.1,20, e, 102.505
2,149999998,50000000,500000, 0.1,20, e, 104.119
4,149999998,50000000,500000, 0.1,20, e, 50.9776
4,149999998,50000000,500000, 0.1,20, e, 50.7009
4,149999998,50000000,500000, 0.1,20, e, 50.9984
6,149999998,50000000,500000, 0.1,20, e, 42.8817
6,149999998,50000000,500000, 0.1,20, e, 38.6097
6,149999998,50000000,500000, 0.1,20, e, 38.1562
8,149999998,50000000,500000, 0.1,20, e, 31.5005
8,149999998,50000000,500000, 0.1,20, e, 31.7156
8,149999998,50000000,500000, 0.1,20, e, 31.3379
12,149999998,50000000,500000, 0.1,20, e, 22.8032
12,149999998,50000000,500000, 0.1,20, e, 22.6946
12,149999998,50000000,500000, 0.1,20, e, 22.3696
16,149999998,50000000,500000, 0.1,20, e, 19.0821
16,149999998,50000000,500000, 0.1,20, e, 18.9209
16,149999998,50000000,500000, 0.1,20, e, 20.048
20,149999998,50000000,500000, 0.1,20, e, 17.076
20,149999998,50000000,500000, 0.1,20, e, 16.5897
20,149999998,50000000,500000, 0.1,20, e, 15.7417
24,149999998,50000000,500000, 0.1,20, e, 15.2581
24,149999998,50000000,500000, 0.1,20, e, 14.8827
24,149999998,50000000,500000, 0.1,20, e, 14.2831
28,149999998,50000000,500000, 0.1,20, e, 13.897
28,149999998,50000000,500000, 0.1,20, e, 13.7447
28,149999998,50000000,500000, 0.1,20, e, 13.2247
32,149999998,50000000,500000, 0.1,20, e, 11.2505
32,149999998,50000000,500000, 0.1,20, e, 12.2849
32,149999998,50000000,500000, 0.1,20, e, 11.7944
32,149999998,50000000,500000, 0.1,20, e, 11.346
32,149999998,50000000,500000, 0.1,20, e, 11.6992
32,149999998,50000000,500000, 0.1,20, e, 12.5624
28,149999998,50000000,500000, 0.1,20, e, 11.6991
28,149999998,50000000,500000, 0.1,20, e, 11.7276
28,149999998,50000000,500000, 0.1,20, e, 11.7233
24,149999998,50000000,500000, 0.1,20, e, 13.0492
24,149999998,50000000,500000, 0.1,20, e, 15.0297
24,149999998,50000000,500000, 0.1,20, e, 14.8867
20,149999998,50000000,500000, 0.1,20, e, 16.184
20,149999998,50000000,500000, 0.1,20, e, 16.3922
20,149999998,50000000,500000, 0.1,20, e, 16.1397
16,149999998,50000000,500000, 0.1,20, e, 18.8527
16,149999998,50000000,500000, 0.1,20, e, 19.2507
16,149999998,50000000,500000, 0.1,20, e, 19.1133
12,149999998,50000000,500000, 0.1,20, e, 22.8164
12,149999998,50000000,500000, 0.1,20, e, 22.8697
12,149999998,50000000,500000, 0.1,20, e, 23.3203
8,149999998,50000000,500000, 0.1,20, e, 31.5119
8,149999998,50000000,500000, 0.1,20, e, 31.5564
8,149999998,50000000,500000, 0.1,20, e, 31.4117
6,149999998,50000000,500000, 0.1,20, e, 38.9312
6,149999998,50000000,500000, 0.1,20, e, 37.9101
6,149999998,50000000,500000, 0.1,20, e, 38.4767
4,149999998,50000000,500000, 0.1,20, e, 50.7402
4,149999998,50000000,500000, 0.1,20, e, 50.497
4,149999998,50000000,500000, 0.1,20, e, 50.9778
2,149999998,50000000,500000, 0.1,20, e, 103.584
2,149999998,50000000,500000, 0.1,20, e, 103.367
2,149999998,50000000,500000, 0.1,20, e, 102.965
1,149999998,50000000,500000, 0.1,20, e, 166.773
1,149999998,50000000,500000, 0.1,20, e, 167.221
1,149999998,50000000,500000, 0.1,20, e, 167.209
32,89999998,30000000,1, 0.1,20, e, 0.00170102
32,89999998,30000000,2, 0.1,20, e, 0.0018511
32,89999998,30000000,4, 0.1,20, e, 0.00263814
32,89999998,30000000,8, 0.1,20, e, 0.00374553
32,89999998,30000000,16, 0.1,20, e, 0.00615116
32,89999998,30000000,32, 0.1,20, e, 0.0111139
32,89999998,30000000,64, 0.1,20, e, 0.0181899
32,89999998,30000000,128, 0.1,20, e, 0.0294039
32,89999998,30000000,256, 0.1,20, e, 0.0412485
32,89999998,30000000,512, 0.1,20, e, 0.0547255
32,89999998,30000000,1024, 0.1,20, e, 0.075077
32,89999998,30000000,2048, 0.1,20, e, 0.117147
32,89999998,30000000,4096, 0.1,20, e, 0.193046
32,89999998,30000000,8192, 0.1,20, e, 0.333616
32,89999998,30000000,16384, 0.1,20, e, 0.63664
32,89999998,30000000,32768, 0.1,20, e, 1.14683
32,89999998,30000000,65536, 0.1,20, e, 2.05864
32,89999998,30000000,131072, 0.1,20, e, 3.5959
32,89999998,30000000,262144, 0.1,20, e, 5.9895
32,89999998,30000000,524288, 0.1,20, e, 9.97144
32,89999998,30000000,1048576, 0.1,20, e, 16.5366
32,89999998,30000000,2097152, 0.1,20, e, 26.9147
